drive,g,seed,t,rho_W,frob_W,g_eff,mean_d2,rho_DW
white,1.0,1,153.0,0.8721116531142926,6.056590781848831,0.6487707936287761,0.5737148919527489,
white,1.0,1,154.0,0.8716260934421924,6.050258545186991,0.6734610269479311,0.6195082202572515,
white,1.0,1,155.0,0.8711517686015062,6.044043567012996,0.6682497330301306,0.6112127706897249,0.6764181237471808
white,1.0,1,156.0,0.870700740303454,6.037715936838341,0.6572276216176106,0.5924562241205877,
white,1.0,1,157.0,0.8702154782672896,6.03142875604574,0.6909374233969132,0.6561558906278049,
white,1.0,1,158.0,0.869525995143632,6.025120210204502,0.684235619355629,0.6448369707910565,
white,1.0,1,159.0,0.8688960929323852,6.018804655860297,0.6389527400175546,0.5634909969043336,
white,1.0,1,160.0,0.8683227604517709,6.012486674045561,0.6829012184892865,0.6450264533116769,0.7758403475709024
white,1.0,1,161.0,0.8675231745839828,6.006305834406775,0.6251569662391037,0.541668112504656,
white,1.0,1,162.0,0.8665805839612334,5.999998754381176,0.6502225472260883,0.5872076895361567,
white,1.0,1,163.0,0.8657029182468085,5.99357390693609,0.6239574741022587,0.541886406865252,
white,1.0,1,164.0,0.8647870519673992,5.987254964036954,0.648738973357034,0.5870221345197334,
white,1.0,1,165.0,0.8638888655783228,5.980992912036882,0.6346945410200197,0.5630577685252394,0.6151223876221216
white,1.0,1,166.0,0.8629611122583086,5.97471814396586,0.6388434043455704,0.5716418160938944,
white,1.0,1,167.0,0.8621131682762682,5.968439759025988,0.6694685897795974,0.6290842118982991,
white,1.0,1,168.0,0.8612331168597109,5.96218749733952,0.6395290548483592,0.5752800391363828,
white,1.0,1,169.0,0.86024896805924,5.95599849521465,0.6229047236260902,0.5468951778816229,
white,1.0,1,170.0,0.8594094277210141,5.949736459544169,0.6855980678623792,0.6639168877151255,0.7055997822005388
